Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
185,1.21,Very Good,I,SI1,63.3,60.0,6.76,6.69,4.26,4404
17421,1.0,Good,G,VS2,63.7,57.0,6.32,6.28,4.01,5484
14641,1.1,Premium,G,VS2,60.3,57.0,6.73,6.68,4.04,6032
4406,0.93,Ideal,H,VS1,62.7,54.0,6.25,6.2,3.9,4265
1974,0.43,Ideal,I,VVS2,60.9,57.0,4.85,4.9,2.97,929
23926,0.64,Very Good,H,VVS2,60.0,59.0,5.59,5.65,3.37,2060
15773,1.25,Ideal,G,VS2,61.5,58.0,6.88,6.93,4.25,9282
2202,0.7,Very Good,F,SI1,61.6,55.0,5.66,5.7,3.5,2230
21948,1.11,Good,D,SI2,60.1,63.0,6.68,6.7,4.02,4877
19761,0.51,Premium,F,VVS2,62.3,58.0,5.08,5.1,3.17,1953
21390,1.56,Good,I,VS2,57.2,62.0,7.66,7.72,4.4,9609
7374,0.41,Premium,F,VS1,60.7,56.0,4.82,4.77,2.91,1076
15083,1.05,Ideal,I,SI1,62.6,56.0,6.45,6.53,4.06,4466
25789,0.37,Ideal,D,VS2,61.3,56.0,4.64,4.6,2.83,1124
19883,0.83,Ideal,G,SI1,62.1,57.0,6.03,5.95,3.72,3044
16162,0.53,Ideal,E,SI1,61.6,56.0,5.23,5.19,3.21,1607
6072,0.32,Ideal,G,VS1,61.3,55.0,4.45,4.43,2.72,707
24548,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1289
21859,1.22,Ideal,H,SI2,62.3,57.0,6.84,6.89,4.28,6398
10264,0.91,Premium,H,VS1,61.0,59.0,6.25,6.18,3.79,4670
26394,0.3,Premium,G,SI2,58.1,61.0,4.47,4.41,2.58,506
3830,1.01,Ideal,G,VS2,61.8,56.0,6.45,6.42,3.98,6108
2953,0.7,Premium,G,SI1,60.3,58.0,5.73,5.77,3.47,2170
6331,1.12,Very Good,D,SI1,62.2,59.0,6.65,6.67,4.14,5966
13014,0.54,Ideal,G,IF,,57.0,5.26,5.28,3.22,2289
4039,0.73,Very Good,F,SI1,61.7,60.0,5.79,5.82,3.58,2771
2312,1.53,Very Good,G,VS2,58.9,59.0,7.58,7.61,4.47,13225
26776,0.38,Premium,D,VVS2,61.9,56.0,4.65,4.63,2.87,1257
450,0.91,Very Good,E,SI2,62.8,61.0,6.07,6.09,3.82,3703
26482,1.01,Very Good,D,SI2,60.5,58.0,6.45,6.5,3.92,4799
265,0.34,Ideal,G,VVS1,60.5,55.0,4.53,4.56,2.75,844
8477,0.32,Premium,F,VS2,61.3,60.0,4.4,4.37,2.69,828
24332,0.32,Very Good,F,VVS1,62.2,55.0,4.39,4.43,2.74,886
152,1.45,Very Good,J,VS2,62.8,57.0,7.14,7.17,4.49,6671
6462,0.54,Premium,J,VS2,62.6,58.0,5.16,5.22,3.25,1042
22313,0.33,Ideal,F,VVS1,,55.0,4.43,4.46,2.75,893
26881,0.32,Ideal,E,VS2,61.6,55.0,4.42,4.41,2.72,900
15958,1.06,Ideal,G,VS2,61.9,54.0,6.54,6.58,4.06,6890
25085,0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6,2369
7173,0.55,Very Good,G,VS1,59.4,62.0,5.32,5.36,3.17,1667
15400,0.34,Premium,H,VS2,61.1,58.0,4.5,4.47,2.74,689
4169,1.0,Good,F,SI1,58.1,64.0,6.56,6.6,3.82,4608
14639,0.32,Ideal,H,IF,62.2,54.0,4.37,4.41,2.73,814
1371,1.6,Ideal,I,SI1,62.4,56.0,7.52,7.48,4.68,9901
21302,0.9,Very Good,D,VS1,63.0,58.0,6.11,6.15,3.86,5757
13021,1.5,Premium,H,SI1,59.2,62.0,7.55,7.49,4.45,9576
3398,0.26,Premium,E,VVS1,62.9,58.0,4.08,4.06,2.56,769
7275,0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,1115
23712,0.41,Premium,G,SI1,60.3,59.0,4.79,4.76,2.88,923
12457,0.77,Very Good,H,SI2,63.6,58.0,5.77,5.81,3.68,2129
3989,1.01,Very Good,E,VVS2,63.4,56.0,6.32,6.37,4.02,9642
13204,0.41,Ideal,E,VVS2,61.8,57.0,4.8,4.75,2.95,1243
18679,0.41,Very Good,F,SI1,62.9,56.0,4.71,4.73,2.97,755
24743,0.38,Premium,J,VS1,62.1,60.0,4.64,4.6,2.87,770
16620,0.51,Ideal,D,SI2,61.9,56.0,5.1,5.15,3.17,1264
312,0.57,Ideal,F,VVS1,62.5,56.0,5.27,5.32,3.31,2682
7171,0.71,Very Good,F,SI2,61.4,56.0,5.71,5.73,3.51,3075
25421,0.71,Fair,E,VS2,64.6,59.0,5.62,5.59,3.62,2902
24768,0.36,Ideal,E,VVS2,62.1,56.0,4.53,4.58,2.83,873
5148,0.4,Good,I,VVS1,63.3,57.0,4.67,4.71,2.97,842
21404,0.91,Good,G,SI1,57.7,58.0,6.33,6.4,3.67,5394
18085,0.32,Premium,F,VS2,59.7,59.0,4.41,4.44,2.64,645
22229,0.33,Ideal,D,VS2,,55.0,4.5,4.52,2.72,667
25342,0.32,Ideal,D,VVS1,61.7,55.0,4.44,4.41,2.73,1140
11224,0.3,Premium,H,SI1,62.2,60.0,4.28,4.24,2.65,540
24895,0.7,Ideal,G,VS1,61.9,55.0,5.67,5.71,3.52,3384
25386,0.27,Very Good,F,VVS2,61.3,57.0,4.14,4.18,2.54,682
20347,0.36,Ideal,F,IF,61.4,56.0,4.57,4.61,2.82,1063
21002,0.53,Ideal,E,VS2,62.1,56.0,5.17,5.2,3.22,1721
18475,1.0,Good,F,VS2,63.7,59.0,6.27,6.32,4.01,5929
19556,1.01,Good,E,VS2,65.6,55.0,6.16,6.22,4.06,5829
7919,0.61,Ideal,F,VS1,61.9,57.0,5.42,5.46,3.37,2246
26447,1.0,Good,I,SI1,63.8,58.0,6.28,6.32,4.02,3850
21354,0.4,Ideal,I,SI2,61.3,56.0,4.76,4.79,2.93,612
3666,1.31,Ideal,F,SI1,61.6,55.0,7.04,7.09,4.35,9331
14941,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,4949
21842,0.56,Ideal,D,SI1,61.4,57.0,5.34,5.31,3.27,1814
11229,0.7,Very Good,F,SI1,62.4,58.0,5.64,5.7,3.54,2382
24625,0.32,Very Good,F,VS2,59.6,56.0,4.48,4.51,2.68,642
8106,1.2,Premium,G,VS1,62.9,59.0,6.75,6.69,4.23,5975
16641,0.39,Good,E,VS2,63.1,56.0,4.63,4.69,2.94,830
23505,1.02,Good,E,SI2,64.2,59.0,6.26,6.2,4.0,4414
12007,1.01,Ideal,E,SI1,60.8,56.0,6.53,6.47,3.95,6346
4168,0.56,Ideal,G,VS2,60.6,57.0,5.33,5.36,3.24,1580
16917,0.46,Ideal,I,VS1,62.3,56.0,4.93,4.96,3.08,911
6899,0.34,Very Good,I,VVS2,63.1,56.0,4.47,4.43,2.81,765
15937,1.01,Premium,E,SI2,61.0,56.0,6.42,6.36,3.9,4371
18655,0.7,Premium,G,VS2,58.2,60.0,5.84,5.78,3.38,2328
20037,0.62,Very Good,H,IF,60.3,59.0,5.52,5.55,3.34,2367
5118,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,6399
12748,1.01,Premium,G,VS1,59.9,59.0,6.48,6.51,3.89,6239
25090,0.7,Ideal,E,SI2,61.0,56.0,5.78,5.72,3.51,2376
16895,0.32,Very Good,G,VVS2,62.3,54.0,4.38,4.45,2.75,730
4557,0.3,Very Good,G,VS1,60.8,61.0,4.31,4.34,2.63,565
26470,2.1,Premium,I,SI1,61.5,59.0,8.28,8.24,5.08,15818
7412,1.28,Ideal,F,VVS2,62.2,56.0,6.95,6.91,4.32,12958
13895,0.4,Ideal,F,VS1,61.8,54.0,4.75,4.77,2.94,917
15055,1.01,Good,E,SI1,63.4,59.0,6.34,6.38,4.03,4912
19064,0.3,Ideal,I,VVS1,62.1,54.0,4.29,4.31,2.67,540
12405,1.6,Ideal,I,SI2,61.9,57.0,7.48,7.51,4.64,8377
8725,0.9,Good,H,SI1,63.2,61.0,6.12,6.03,3.84,3398
5998,1.03,Premium,E,VS1,61.5,58.0,6.55,6.43,3.99,7614
17731,1.2,Ideal,I,VVS2,61.5,57.0,6.91,6.82,4.22,6581
15045,0.9,Very Good,F,SI1,59.8,54.0,6.25,6.32,3.76,4054
26521,0.3,Premium,E,VS2,61.7,60.0,4.28,4.31,2.65,570
2333,1.27,Premium,H,SI1,60.2,58.0,7.04,6.99,4.22,6892
15359,2.01,Very Good,I,VS1,64.4,56.0,7.84,7.9,5.07,16811
25308,0.41,Ideal,E,SI2,59.8,55.0,4.93,4.81,2.91,876
16079,0.3,Very Good,G,VVS1,63.1,56.0,4.28,4.25,2.69,1013
22393,2.52,Good,G,SI2,63.7,59.0,8.57,8.52,5.44,17608
12026,1.66,Premium,J,VVS2,62.6,59.0,7.58,7.54,4.73,10062
12750,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,4309
15254,0.71,Premium,F,VS2,,56.0,5.88,5.82,3.47,2840
25185,0.74,Ideal,I,VS2,61.5,57.0,5.81,5.86,3.59,2459
24310,0.53,Ideal,F,VS2,61.2,56.0,5.22,5.25,3.2,1655
18131,0.24,Very Good,I,VS1,61.8,56.0,3.98,4.01,2.46,397
14105,0.33,Premium,H,IF,62.9,58.0,4.43,4.38,2.77,1010
9055,0.8,Good,F,VS2,63.2,55.0,5.88,5.9,3.72,3429
9401,1.54,Ideal,G,VVS2,62.5,57.0,7.3,7.36,4.58,15059
24495,1.01,Very Good,F,VVS2,61.1,58.0,6.43,6.47,3.94,9065
26836,1.24,Ideal,I,SI2,60.7,57.0,6.98,6.92,4.22,4812
25912,0.71,Ideal,E,VS1,62.0,56.0,5.72,5.74,3.55,3516
15745,1.01,Fair,D,SI1,63.5,58.0,6.35,6.25,4.0,4751
21058,0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,394
7926,1.7,Ideal,G,VVS1,,56.0,7.62,7.67,4.66,18279
21050,0.41,Ideal,D,VS1,61.3,54.0,4.83,4.8,2.95,1230
22747,0.9,Very Good,H,VVS1,63.5,57.0,6.02,6.07,3.84,4485
15557,0.41,Very Good,E,SI2,63.0,57.0,4.7,4.73,2.97,638
11692,0.9,Good,G,VS2,63.6,59.0,6.04,6.1,3.86,4093
3478,0.31,Ideal,F,VVS1,60.7,56.0,4.4,4.37,2.66,878
19032,1.05,Ideal,G,VS2,61.9,56.0,6.56,6.52,4.05,6604
12317,0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,2702
485,1.11,Ideal,J,VS2,61.7,54.0,6.64,6.69,4.11,5051
18014,2.06,Premium,E,SI2,58.8,58.0,8.42,8.35,4.93,14634
22796,0.41,Premium,F,VVS2,62.4,58.0,4.7,4.76,2.95,1115
14471,1.71,Ideal,H,VS2,62.4,58.0,7.64,7.68,4.78,13190
20083,0.5,Ideal,J,VS2,61.9,54.0,5.1,5.14,3.17,1054
6094,0.24,Ideal,G,IF,61.7,56.0,3.99,4.01,2.47,559
15525,1.13,Ideal,G,SI2,61.1,54.0,6.77,6.74,4.13,5062
15257,0.7,Very Good,E,SI1,63.1,56.0,5.62,5.69,3.57,2421
19919,1.16,Premium,G,SI1,63.0,58.0,6.7,6.66,4.21,5366
15730,0.76,Very Good,J,VS2,59.9,59.0,5.92,5.94,3.55,1949
16222,0.3,Ideal,D,SI1,61.7,56.0,4.31,4.35,2.67,552
8556,0.5,Very Good,D,VVS2,61.7,59.0,5.02,5.09,3.12,2115
9172,0.75,Premium,H,SI1,60.7,62.0,5.87,5.82,3.55,2331
21396,0.36,Ideal,H,VVS2,62.3,57.0,4.57,4.52,2.83,932
23354,0.53,Premium,E,SI1,62.3,60.0,5.27,5.17,3.25,1307
11299,0.33,Ideal,D,VS2,62.1,56.0,4.48,4.44,2.77,1002
14370,0.97,Ideal,H,SI2,60.7,55.0,6.47,6.41,3.91,3729
2743,1.02,Very Good,G,SI1,62.9,56.0,6.36,6.4,4.01,4704
8160,0.51,Premium,E,VVS2,59.3,59.0,5.25,5.17,3.09,2419
21889,0.3,Premium,I,VVS2,61.7,58.0,4.37,4.28,2.67,675
5226,0.55,Very Good,G,VVS1,60.8,58.0,5.25,5.3,3.21,1838
26383,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,2646
7674,0.71,Ideal,E,VS2,61.6,56.0,5.74,5.76,3.54,2891
16108,0.53,Ideal,G,SI1,63.0,54.0,5.18,5.14,3.25,1273
23966,0.3,Good,G,VVS1,64.0,57.0,4.27,4.23,2.72,878
21612,0.3,Premium,H,VS1,60.4,61.0,4.31,4.27,2.59,675
14775,0.32,Ideal,F,VVS1,61.7,56.0,4.42,4.4,2.72,990
20848,1.0,Good,G,VS1,63.9,55.0,6.34,6.28,4.03,6028
26876,0.43,Premium,F,SI2,60.2,60.0,4.85,4.91,2.94,679
14931,0.71,Very Good,D,VS2,60.3,62.0,5.69,5.76,3.45,3131
11816,1.5,Premium,F,VS2,61.1,58.0,7.36,7.33,4.49,14199
10514,1.08,Ideal,G,SI2,62.1,57.0,6.56,6.58,4.08,4733
14004,2.05,Premium,I,SI2,62.1,59.0,8.13,8.07,5.03,9850
11769,0.53,Ideal,F,VS1,62.3,55.0,5.18,5.22,3.24,1812
3015,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,4729
14268,2.11,Ideal,H,SI2,60.0,56.0,8.43,8.35,5.03,12226
8930,1.11,Good,H,SI1,64.2,58.0,6.53,6.47,4.17,4606
22856,0.6,Good,F,VS2,58.8,60.7,5.52,5.55,3.25,1940
17313,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,703
1342,0.3,Very Good,E,VVS1,61.8,56.0,4.29,4.32,2.66,1006
13110,0.57,Premium,F,VS1,61.3,54.0,5.41,5.35,3.3,1815
8525,1.03,Fair,J,SI2,64.6,62.0,6.3,6.21,4.06,3149
1197,0.55,Premium,J,SI1,60.5,59.0,5.33,5.28,3.21,1348
4478,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,784
20739,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,8848
11748,0.37,Premium,E,VS2,61.0,59.0,4.6,4.65,2.82,692
25200,0.4,Very Good,G,SI2,63.2,56.0,4.73,4.7,2.98,765
20143,0.8,Ideal,G,SI2,62.0,56.0,5.98,5.92,3.69,2517
13450,1.5,Very Good,H,VVS2,62.7,58.0,7.21,7.24,4.53,11303
7110,1.2,Very Good,J,VS1,62.9,60.0,6.64,6.69,4.19,5226
4589,0.41,Very Good,F,VS1,60.7,56.0,4.77,4.82,2.91,1007
23566,1.2,Very Good,D,SI2,63.2,60.0,6.65,6.54,4.17,5174
5965,1.07,Very Good,E,VS1,62.0,60.0,6.49,6.58,4.05,7768
6626,0.84,Fair,G,SI1,55.1,67.0,6.39,6.2,3.47,2782
24685,1.13,Ideal,F,VVS2,62.1,54.0,6.67,6.71,4.16,10742
17086,1.07,Premium,G,SI2,62.5,59.0,6.5,6.47,4.05,3296
16992,1.15,Very Good,E,SI2,60.0,59.0,6.78,6.82,4.08,5257
4566,0.31,Ideal,D,VS2,61.6,57.0,4.36,4.38,2.69,734
2731,0.53,Ideal,E,SI1,61.9,55.0,5.2,5.24,3.23,1585
4671,0.55,Very Good,F,SI1,63.3,58.0,5.21,5.18,3.29,1449
12580,0.24,Very Good,F,VVS2,62.0,58.0,3.95,3.98,2.46,552
8567,0.3,Ideal,F,VVS1,62.2,53.0,4.3,4.32,2.68,857
5493,1.7,Ideal,I,VS1,62.2,55.0,7.67,7.63,4.76,12737
18221,1.2,Very Good,F,SI2,62.8,55.0,6.74,6.8,4.25,6085
21421,1.08,Ideal,D,SI1,62.7,57.0,6.52,6.56,4.1,6539
8502,0.35,Ideal,D,VS2,60.9,57.0,4.55,4.51,2.76,1063
22630,0.32,Good,D,I1,64.0,54.0,4.33,4.36,2.78,361
21512,0.7,Very Good,I,VS2,62.3,58.0,5.58,5.65,3.5,2273
18660,0.3,Premium,D,VS1,59.4,60.0,4.38,4.34,2.59,848
6911,0.5,Ideal,G,VVS2,61.4,56.0,5.11,5.15,3.15,1787
25063,0.32,Ideal,H,VS2,60.8,56.0,4.46,4.49,2.72,523
16358,0.33,Very Good,H,IF,61.7,59.0,4.43,4.45,2.74,787
5890,0.38,Very Good,J,IF,60.9,61.0,4.66,4.73,2.86,827
23195,0.9,Very Good,E,IF,63.9,55.0,6.05,6.09,3.88,7747
8072,1.21,Good,E,VS1,61.7,58.0,6.73,6.78,4.17,8902
17673,0.7,Very Good,G,SI1,63.5,56.0,5.64,5.7,3.6,2293
102,0.7,Fair,E,SI1,65.2,58.0,5.57,5.54,3.62,2318
3534,1.51,Ideal,G,SI2,62.4,56.0,7.29,7.25,4.54,9234
19017,0.24,Very Good,E,VVS1,60.4,62.0,3.99,4.02,2.42,485
26008,0.7,Ideal,H,VVS2,61.0,56.0,5.75,5.78,3.52,3325
20451,0.28,Ideal,F,VS1,62.0,57.0,4.19,4.23,2.61,598
19690,0.56,Very Good,E,VS2,61.8,56.0,5.28,5.31,3.27,1819
24004,0.53,Ideal,E,VS2,61.8,56.0,5.21,5.17,3.21,1801
26961,1.1,Very Good,D,SI2,,63.0,6.76,6.69,3.94,4361
10089,0.7,Ideal,I,SI1,59.9,59.0,5.75,5.8,3.46,2083
15308,1.26,Ideal,I,VS2,62.6,55.0,6.96,6.91,4.34,6350
25814,1.19,Very Good,H,VS1,62.4,59.0,6.73,6.79,4.22,7147
8342,0.9,Very Good,G,VVS1,63.3,58.0,6.05,6.14,3.86,4697
5048,0.5,Ideal,F,SI2,61.3,58.0,5.1,5.12,3.13,1020
9364,0.37,Premium,G,VS2,61.3,60.0,4.6,4.63,2.83,649
7120,0.44,Very Good,F,SI2,62.8,60.0,4.82,4.86,3.04,648
26715,1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,11574
13146,2.43,Very Good,H,SI2,63.2,57.0,8.56,8.5,5.39,16170
9920,0.4,Ideal,E,VS2,62.9,55.0,4.74,4.73,2.98,975
14744,1.04,Very Good,H,VS2,60.9,58.0,6.5,6.6,3.99,5447
21154,0.41,Ideal,H,VVS1,62.2,57.0,4.74,4.78,2.96,1043
19018,0.52,Ideal,F,SI1,62.2,54.0,5.19,5.23,3.24,1223
19007,0.5,Very Good,E,VS2,62.9,60.0,5.07,5.1,3.2,1559
1393,1.0,Ideal,D,SI2,62.7,58.0,6.34,6.39,3.99,5246
20440,0.4,Very Good,E,VS2,62.9,59.0,4.7,4.75,2.97,858
15179,1.11,Good,J,IF,58.3,62.0,6.77,6.84,3.97,5361
16288,0.55,Ideal,F,SI2,62.3,57.0,5.27,5.22,3.27,1263
1151,1.51,Premium,I,VVS1,61.0,61.0,7.47,7.34,4.52,10824
4691,1.23,Very Good,F,SI2,60.9,58.0,6.93,6.96,4.23,4661
25426,0.31,Ideal,E,VS1,61.9,54.4,4.33,4.37,2.69,685
19654,1.26,Very Good,I,SI1,61.9,58.0,6.97,6.92,4.3,6318
8468,1.11,Ideal,G,VS2,61.4,56.0,6.65,6.7,4.1,7443
3773,0.53,Ideal,F,SI1,60.0,57.0,5.3,5.27,3.17,1908
14103,1.05,Very Good,D,VS2,62.9,57.0,6.39,6.51,4.06,6373
20743,2.0,Ideal,I,SI2,61.7,56.0,8.0,8.13,4.98,15092
10728,0.52,Ideal,G,SI1,61.3,55.0,5.2,5.24,3.2,1389
13133,0.53,Very Good,D,VS2,62.6,58.0,5.14,5.18,3.23,1682
22681,1.0,Premium,E,VS2,62.7,59.0,6.31,6.38,3.98,6600
5614,0.9,Good,G,SI2,63.4,59.0,6.04,6.08,3.84,3303
7077,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3387
12921,1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,4227
880,0.38,Good,F,VS2,62.7,58.0,4.56,4.6,2.87,752
4995,0.28,Ideal,E,VVS2,62.4,56.0,4.2,4.16,2.61,828
7915,0.62,Ideal,G,VVS2,62.6,57.0,5.42,5.47,3.41,2507
4243,1.21,Good,J,SI2,63.7,55.0,6.81,6.75,4.32,4269
12872,1.04,Very Good,G,SI1,61.8,59.0,6.49,6.55,4.03,5070
7007,1.34,Ideal,G,VS1,62.7,57.0,7.1,7.04,4.43,10070
887,1.52,Premium,H,SI1,61.2,58.0,7.53,7.43,4.57,8566
10606,1.19,Premium,H,VS2,62.6,56.0,6.81,6.76,4.25,6198
4816,0.9,Good,G,SI1,63.7,58.0,6.09,6.12,3.89,3734
17311,0.56,Ideal,F,VS2,61.3,54.0,5.37,5.34,3.28,1814
19261,1.02,Ideal,G,VVS2,59.2,58.0,6.56,6.62,3.9,8107
6069,0.7,Very Good,E,VS1,62.0,59.0,5.65,5.68,3.51,2844
2601,0.53,Ideal,H,VS2,61.7,56.0,5.17,5.21,3.2,1435
17847,0.56,Ideal,F,SI1,61.4,57.0,5.3,5.28,3.25,1441
9819,0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,906
1540,0.56,Ideal,H,VVS1,62.1,53.8,5.27,5.33,3.29,1961
25319,0.5,Ideal,E,SI1,61.6,57.0,5.13,5.09,3.15,1415
11892,1.71,Ideal,G,VS1,61.4,57.0,7.72,7.65,4.72,17204
12690,1.1,Premium,G,SI2,63.0,59.0,6.5,6.47,0.0,3696
7613,0.3,Ideal,E,SI1,62.3,56.0,4.29,4.32,2.68,499
1001,1.32,Premium,J,VS2,60.4,58.0,7.11,7.14,4.3,5800
8550,0.7,Very Good,E,VVS1,63.2,57.0,5.62,5.67,3.57,4644
1223,0.6,Ideal,G,VS2,62.1,56.0,5.4,5.45,3.37,1795
19178,0.36,Premium,E,SI2,60.6,59.0,4.57,4.61,2.78,505
15378,0.33,Ideal,F,VVS1,61.9,54.0,4.42,4.46,2.75,880
16505,0.41,Very Good,I,VVS2,,57.0,4.76,4.72,3.01,1061
14236,1.36,Premium,J,VS2,58.4,59.0,7.4,7.27,4.28,6157
6318,0.7,Very Good,H,SI1,61.5,57.0,5.64,5.68,3.48,2107
8188,0.57,Very Good,G,VS2,63.3,56.0,5.3,5.25,3.34,1641
15551,0.73,Very Good,E,SI2,63.2,60.0,5.76,5.71,3.62,2335
25790,0.5,Ideal,H,VS2,62.3,58.0,5.12,5.05,3.17,1400
26692,0.5,Very Good,E,SI1,61.4,63.0,5.1,5.06,3.12,1238
14755,0.3,Ideal,E,VVS2,61.9,58.0,4.28,4.32,2.66,766
3022,1.63,Ideal,H,SI1,61.8,57.0,7.5,7.54,4.64,12910
3892,0.93,Ideal,E,SI2,62.1,55.0,6.27,6.29,3.9,3990
24034,0.74,Premium,F,SI1,62.7,59.0,5.78,5.73,3.61,2553
12925,0.33,Good,E,VS2,57.3,59.0,4.6,4.62,2.64,574
23314,0.71,Very Good,E,SI2,62.2,58.0,5.68,5.74,3.55,2238
5759,1.5,Premium,G,SI2,61.8,60.0,7.28,7.25,4.49,6224
1842,0.3,Very Good,D,VS1,62.2,58.0,4.25,4.27,2.65,742
16297,0.7,Ideal,I,VS2,61.1,57.0,5.7,5.75,3.5,2111
5026,0.36,Ideal,F,VS1,60.7,59.0,4.59,4.61,2.79,775
15874,0.91,Premium,D,SI2,62.4,56.0,6.2,6.17,3.86,3949
2460,1.1,Premium,H,SI2,62.8,55.0,6.68,6.57,4.16,4004
11532,0.3,Ideal,E,SI1,62.2,55.0,4.29,4.33,2.68,499
22083,0.87,Very Good,H,SI1,62.2,57.0,6.05,6.11,3.78,3180
19091,1.22,Premium,H,SI1,61.0,59.0,6.92,6.86,4.2,4829
25313,1.09,Ideal,D,SI1,61.3,55.9,6.61,6.65,4.06,6532
9538,1.03,Ideal,G,VS1,61.4,55.0,6.5,6.53,4.0,7481
14360,0.26,Good,H,VVS2,63.4,55.0,4.05,4.06,2.57,440
919,0.32,Very Good,G,VVS2,62.0,55.0,4.39,4.42,2.73,730
26669,0.37,Ideal,H,VVS1,62.3,56.0,4.56,4.59,2.85,810
12139,0.72,Ideal,D,SI1,62.2,56.0,5.74,5.77,3.58,2804
10349,0.9,Good,G,SI1,60.0,61.0,6.19,6.22,3.72,3752
8964,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1439
2252,0.25,Ideal,H,VVS1,62.5,56.0,4.03,4.06,2.53,450
719,0.73,Ideal,J,SI1,62.0,56.0,5.74,5.78,3.57,1902
13059,1.04,Premium,G,SI2,60.6,59.0,6.6,6.56,3.99,3896
23917,2.02,Ideal,H,SI1,62.4,58.0,8.07,8.03,5.02,17141
22991,1.01,Fair,G,VS2,65.7,54.0,6.32,6.28,4.14,4072
11520,0.52,Very Good,E,VS2,59.2,59.0,5.23,5.27,3.11,1601
15735,1.12,Good,G,SI2,56.7,62.0,6.91,6.86,3.9,4158
24810,0.47,Ideal,D,VVS1,61.9,54.0,4.98,5.0,3.09,2378
3627,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1218
17950,0.7,Premium,E,VS2,60.8,58.0,5.7,5.74,3.48,2673
1780,0.5,Ideal,E,SI1,60.1,57.0,5.14,5.27,3.13,1410
2416,0.38,Ideal,D,VS1,62.5,56.0,4.67,4.64,2.91,1140
25612,2.01,Fair,E,SI2,65.5,56.0,7.84,7.79,5.12,11156
3927,0.82,Premium,E,SI2,62.0,59.0,6.02,5.94,3.71,2593
6864,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,706
25565,0.32,Very Good,I,SI1,62.9,58.0,4.33,4.35,2.73,432
21373,0.3,Very Good,G,VVS1,62.8,58.0,4.27,4.3,2.69,789
23849,0.61,Premium,F,VS2,59.6,61.0,5.58,5.5,3.3,2075
4726,0.42,Ideal,G,SI1,62.0,54.0,4.85,4.82,3.0,799
24210,0.36,Ideal,F,VVS2,61.5,55.0,4.59,4.62,2.83,828
12427,0.42,Ideal,G,VS2,61.2,56.0,4.84,4.8,2.95,1087
7421,0.72,Very Good,G,VS2,62.5,59.0,5.69,5.71,3.56,2728
3231,0.7,Premium,E,VS2,59.5,59.0,5.82,5.77,3.45,2862
26021,0.61,Ideal,G,VS1,61.5,56.0,5.48,5.5,3.38,2182
4192,1.51,Good,F,VS2,62.0,59.0,7.18,7.37,4.51,13819
10059,1.51,Very Good,G,SI2,60.5,54.6,7.36,7.4,4.46,8637
1740,1.21,Premium,H,VS2,59.3,60.0,6.99,6.93,4.13,6974
14662,0.52,Ideal,I,SI2,61.9,55.0,5.17,5.23,3.22,1125
21516,1.02,Very Good,F,VS2,61.7,58.0,6.47,6.5,4.0,6479
10854,0.4,Ideal,E,VS1,61.2,57.0,4.74,4.77,2.91,1053
5936,1.31,Ideal,G,VVS2,60.9,56.0,7.17,7.07,4.32,11531
6670,1.2,Premium,H,VS2,62.4,57.0,6.73,6.67,4.18,6048
6453,0.27,Premium,G,VS2,62.4,59.0,4.11,4.13,2.57,397
12826,0.45,Very Good,I,VVS1,63.0,56.0,4.88,4.9,3.08,947
16274,1.07,Ideal,G,VS2,62.2,57.0,6.55,6.5,4.06,6040
849,0.91,Premium,F,SI2,58.2,61.0,6.58,6.41,3.77,3746
6363,1.24,Ideal,G,IF,62.4,56.0,6.86,6.89,4.29,11376
18407,1.4,Very Good,I,VS1,61.6,59.0,7.17,7.22,4.43,7584
25403,1.01,Premium,G,VS2,58.5,61.0,6.57,6.52,3.83,6108
6298,1.01,Premium,H,VS2,62.6,60.0,6.39,6.36,3.99,4745
11849,1.01,Premium,F,SI2,61.7,60.0,6.36,6.42,3.94,4533
912,0.34,Ideal,H,VVS1,61.8,57.0,4.46,4.44,2.75,995
